a_user_id,words,distance,booksperuser,Vocabulary Size,missingwords,missing words %,,,
A1JG4LLOQPI9N4,690,0.95591266,150,1824,310,31,,,
A1DF3OYLMR2EUY,690,0.965388488,41,1861,310,31,,,
A3RR2P5IS3DGPR,690,1.180600681,66,2830,310,31,,,
AGPFI02CW8C8Q,690,1.071005486,57,1935,310,31,,,
A335YAUB8CMNUF,690,1.131427719,85,2107,310,31,,,
A3QRBGBSCXV1GH,690,1.042223525,103,1988,310,31,,,
A21BJAFOZL0M35,690,1.209666345,142,2412,310,31,,,
A3NHQIRRIEBE52,690,1.148646697,63,2364,310,31,,,
AA9GS90CZBZYJ,690,1.055554491,103,2058,310,31,,,
AUPHS76IPF2ZH,690,0.9974454,117,1842,310,31,,,
A2ZHBGPYUOFTZG,690,1.051064284,88,2020,310,31,,,
A2O2DYQ1FW59TI,690,0.989452456,59,1911,310,31,,,
A35W3JQYP0M655,690,1.050970511,86,2034,310,31,,,
A1LF9FDZVY153F,690,1.040282285,67,2183,310,31,,,
A3AEI87ZU72CJK,690,1.019521898,78,2021,310,31,,,
AIWGJUBEK56TX,690,1.021359086,70,1820,310,31,,,
A14ULXGPTFGFIU,690,0.983660802,66,2058,310,31,,,
A1XVPOI69IZBM1,690,1.114060446,48,1950,310,31,,,
A38PNTDWFRMT9S,690,0.959778508,76,1916,310,31,,,
AQ23XKJN8QKB5,690,1.063788532,78,2089,310,31,,,
A2UC2SKP2CZ0NX,690,1.00163579,114,2103,310,31,,,
A204ETWOV23HO4,690,0.972163051,74,2043,310,31,,,
A2YQ7M9GFU3Z65,690,1.064974653,66,2243,310,31,,,
A8Q3M6FHASIJ7,690,1.00651447,214,2193,310,31,,,
A2VXE1UZIN6JPU,690,1.008805972,106,2034,310,31,,,
AOVI5Y45L6B0J,690,1.127524685,114,2423,310,31,,,
A35X2JJI49OBZP,690,0.96004743,105,1987,310,31,,,
A28VL8Q7DIX0N4,690,1.051281505,109,2101,310,31,,,
A16QLH5GQGOEOF,690,1.059382555,67,1981,310,31,,,
A264F44J8BKIYC,690,0.979333836,67,2261,310,31,,,
A1IZ1JM0895M71,690,1.234174635,45,2200,310,31,,,
AZY8LGHVF8GMZ,690,1.1678088,75,2814,310,31,,,
A3NALTG52VTTBI,690,0.952397094,349,2134,310,31,,,
A2ROJNY48QN55E,690,1.117074333,36,2404,310,31,,,
A5DBRLPS2ERF8,689,1.100729988,38,2162,311,31.1,,,
A3ADA4TND5VOY6,689,1.029879741,73,2133,311,31.1,,,
AUJFO0J9A2HGE,689,1.06692799,53,2007,311,31.1,,,
AGR983U1DC5HN,689,1.010920265,100,2101,311,31.1,,,
A3VKSMT3N8TECH,689,0.942998117,213,1842,311,31.1,,,
A3X896IQ1MZFX,689,1.049790767,45,1961,311,31.1,,,
AV2AGR9FSHF5N,689,1.302186211,89,2440,311,31.1,,,
AS7P6OZCJW2HE,689,1.292322791,81,2694,311,31.1,,,
AWATTSDXVNUBM,689,1.169434674,85,2375,311,31.1,,,
AO6WB988MX8II,689,1.056492292,52,1873,311,31.1,,,
A2WXM6ZZYAIY1S,689,1.180963901,37,2283,311,31.1,,,
A2SMLMZWMPNPKK,689,1.099309412,82,2083,311,31.1,,,
A2ULKXAUQ8A1PO,689,1.014027375,94,2303,311,31.1,,,
A74GU6D694C4Q,689,1.127449007,91,2622,311,31.1,,,
A31JT2FX0F5712,689,1.003984786,59,1962,311,31.1,,,
A30EJREZES67TA,689,1.013619672,42,1786,311,31.1,,,
A3JM282J22J4Q7,689,1.06452669,121,2522,311,31.1,,,
A15YDDW4ACFWKV,689,1.086748499,62,2182,311,31.1,,,
AK0N9NB3BD2E2,689,0.982267733,35,1901,311,31.1,,,
A1QKQV0FSIFPCN,689,1.048698699,90,1962,311,31.1,,,
A3BV9E9XSA4Z73,689,1.100472131,49,2199,311,31.1,,,
A1H7F79TRI2EV6,689,1.032006763,107,2138,311,31.1,,,
A13BYMICE5WIPN,689,1.158271754,116,2812,311,31.1,,,
AKPZ3WFH0ZZUZ,689,0.93016425,57,1768,311,31.1,,,
A6YPQOAXUW3H,689,0.954264369,42,1690,311,31.1,,,
AH32373XJKIY8,689,1.108324319,378,1983,311,31.1,,,
A1RWS7K9AQ329Y,689,1.026132423,75,2210,311,31.1,,,
A3G3CJROFADRIC,689,1.00855909,70,1995,311,31.1,,,
A36CCO648K20C6,689,1.008456806,109,2012,311,31.1,,,
AKF1XBBWAQR6L,689,1.02585924,190,2439,311,31.1,,,
A1HWG5486TTBNP,689,0.945077419,106,1916,311,31.1,,,
A7NOXMPJB6M0G,689,1.063360661,73,2245,311,31.1,,,
A331OF34UX4Y1K,689,1.090473743,194,2496,311,31.1,,,
A2X74IJOKMS14Q,689,1.064196771,80,2051,311,31.1,,,
A24QVHHT8CFPID,689,0.989219482,131,1935,311,31.1,,,
A1HZJF778Z2KCD,689,1.094137339,40,2007,311,31.1,,,
ACL63BVORBIST,689,1.039688295,87,1877,311,31.1,,,
ARXU3FESTWMJJ,689,0.986384926,114,1780,311,31.1,,,
A2NIPCHM9RVM2A,689,1.125480267,85,2088,311,31.1,,,
A1JIGHMGQZNXT5,689,1.102183622,44,2163,311,31.1,,,
AC12JOPRBHYCH,688,1.043165807,66,2057,312,31.2,,,
A2C5F4L00Y9XW9,688,1.294405697,78,2761,312,31.2,,,
A1K6AA9Q9XF77P,688,1.145460091,281,2333,312,31.2,,,
A1KGKVUBSVXEN9,688,0.993039584,71,2008,312,31.2,,,
A342PAZ5NSQRM3,688,0.999611921,118,1724,312,31.2,,,
A1LMWI2ON054NX,688,1.023428753,54,2177,312,31.2,,,
ANTZDY6MNFIHW,688,0.966543851,203,1796,312,31.2,,,
A6F7UR2G47I91,688,1.133539623,126,2486,312,31.2,,,
A3F2VVIQIY6U64,688,1.037523694,63,2032,312,31.2,,,
A1FFV211MG0CW2,688,1.181544227,83,2209,312,31.2,,,
A39REGSZMVGTFI,688,1.114071851,37,2091,312,31.2,,,
A2FO5R2D6DCZMU,688,0.965822486,46,1728,312,31.2,,,
A12NWV26GSNYZC,688,1.029590191,102,2058,312,31.2,,,
A1N03V52IRZ5PR,688,1.04462501,36,1922,312,31.2,,,
A215YRPBJJQH8S,688,1.091117815,50,2153,312,31.2,,,
A317HMX9I10C09,688,1.127968183,76,2305,312,31.2,,,
A27DJ5SGK9ZEE7,688,0.957346049,101,1857,312,31.2,,,
A13DKAV1SES6QH,688,1.012036006,54,1914,312,31.2,,,
ALHDS6ALNS9HL,688,1.047172428,273,2350,312,31.2,,,
A35MPEXF4V8YAL,688,1.20778367,671,2187,312,31.2,,,
A2U66W8PVOPT6W,688,0.963185462,52,1953,312,31.2,,,
A327V80BCEULY8,688,1.127903859,48,2278,312,31.2,,,
A36TXIKA8V5EDZ,688,0.987329274,128,1947,312,31.2,,,
AOYPU3VYCOFOP,688,0.983597687,58,1839,312,31.2,,,
A3HCD8V6TW4DBV,688,1.011857607,117,1785,312,31.2,,,
A1PGKFXHL0MET5,688,1.023474593,72,1695,312,31.2,,,
A1MIU6GSW4TSAQ,688,1.138532274,360,2316,312,31.2,,,
A31A3IMAGWG2AC,688,1.112061215,43,2115,312,31.2,,,
A1O6XH64AWLR6I,688,0.966176521,64,1834,312,31.2,,,
A188NTJ5LV8LA4,688,1.036673864,78,2062,312,31.2,,,
AH8SQZOGA90FQ,688,1.172165066,35,2197,312,31.2,,,
A19KMJBW99ZTZK,688,1.008676133,125,2163,312,31.2,,,
A3HTCOOHD7HICU,688,1.033554511,184,2220,312,31.2,,,
A3VAEMXJ3LTIRA,688,0.958940224,75,1809,312,31.2,,,
A15AMXWJO89X22,688,0.949284667,33,1792,312,31.2,,,
A30SPABIPVN5MV,688,1.1382,50,2224,312,31.2,,,
AQMQNH8M4OK32,688,1.024833112,78,2120,312,31.2,,,
A1CM83OHE53Z5W,688,1.001418557,175,2275,312,31.2,,,
A2GV042SYQS3FV,688,0.93798717,51,1887,312,31.2,,,
A2VGE8CAREHZAV,687,1.030396113,98,1692,313,31.3,,,
AL6WDE46RJ9I3,687,1.013958927,67,1799,313,31.3,,,
AUS5X6IMFLJBD,687,1.075634475,270,1743,313,31.3,,,
A1RY8R18NEO9AA,687,1.19494474,627,2249,313,31.3,,,
A1WOVUKV61FFA6,687,1.004622951,131,1816,313,31.3,,,
A2N1HC8JR5LUAN,687,1.008143963,78,2308,313,31.3,,,
AAGBUVL2VWBBU,687,0.997517563,56,2163,313,31.3,,,
A1VM6A7HC6CEIH,687,0.982751646,60,1765,313,31.3,,,
A1UBHGJFUUVSKQ,687,1.052368891,85,2168,313,31.3,,,
A34ULTNWH6T8Q2,687,0.971096659,157,1879,313,31.3,,,
A1E7AM0V0T2BPP,687,0.983801434,62,1860,313,31.3,,,
A2PC2GAWKL7ZS2,687,1.107595063,123,2145,313,31.3,,,
A19BV0BO2UBIWT,687,1.020917076,40,1912,313,31.3,,,
A15M4UPF4MQVUE,687,0.983455026,109,1977,313,31.3,,,
A3MNV2UOUTCY5H,687,1.021077497,67,1826,313,31.3,,,
A1DS0IESVWVVPF,687,1.027340764,85,2267,313,31.3,,,
A34TMG18DABIEJ,687,1.111337357,118,2376,313,31.3,,,
AVZJCL0J6I34T,687,1.164215147,53,2370,313,31.3,,,
A1356EC2SQQL00,687,1.32523615,52,2878,313,31.3,,,
A2BNA3W2NSR9K4,687,1.053276328,212,2264,313,31.3,,,
A2D9XR8XO8UNLN,687,0.991243485,45,2096,313,31.3,,,
A354ZK2KDRVKW8,687,1.229676606,74,2290,313,31.3,,,
A1VZAT50BYJ9K6,687,0.946591902,63,1876,313,31.3,,,
A3URN31SN96BDN,687,1.066779539,61,1949,313,31.3,,,
A1I80RUW0PPULO,687,1.010931384,113,2035,313,31.3,,,
AEKGGV851HY3K,687,1.120125793,62,2086,313,31.3,,,
A25YABIEE11JYV,687,1.045947735,84,1820,313,31.3,,,
A3QI9ZIFGR0DIB,687,1.08285463,62,2059,313,31.3,,,
A38JEIOIUD68GQ,687,0.991352113,91,1970,313,31.3,,,
A38IZVTPUJEP40,687,1.265369851,307,2207,313,31.3,,,
A1JCXPYYTFYHAK,687,1.072574562,54,1970,313,31.3,,,
A20UME33T4WJI7,687,0.985944741,48,1884,313,31.3,,,
A2FP5N1D97EUFV,687,0.994151262,73,1846,313,31.3,,,
A3VB6DM761644D,687,0.965962373,98,1887,313,31.3,,,
A14JBDSWKPKTZA,687,1.111665342,75,2353,313,31.3,,,
A34Y1UROE0GM1G,687,0.993686463,96,1807,313,31.3,,,
A2CC9BUG4TPP8S,687,1.127865003,58,1980,313,31.3,,,
APR3RHP2FUZ2V,687,1.080993295,31,2325,313,31.3,,,
A2QRXQPHDMFCQV,687,1.106070338,86,2183,313,31.3,,,
A1KJHI2IC47IKF,687,1.188731724,84,2624,313,31.3,,,
A3RL9421UTAP4P,687,1.016095306,73,1879,313,31.3,,,
A1WO28JLNQJD6U,687,1.066351444,75,2056,313,31.3,,,
A1E39J0734IR7O,687,1.04567347,58,1874,313,31.3,,,
A3SL7T1PB6HOKN,687,1.058683184,47,2195,313,31.3,,,
AN8ELR6AHMMQ,686,0.993909792,111,1897,314,31.4,,,
A35BW804G6U5EY,686,0.988212712,159,1967,314,31.4,,,
A2P0GQ6HMJX285,686,1.112792411,40,2062,314,31.4,,,
A12DR34XPRSF6,686,1.184943043,44,2221,314,31.4,,,
A26EQ8U96JA92T,686,0.947554223,160,1893,314,31.4,,,
A3PMRR8EU7JT9Z,686,0.948219871,113,1565,314,31.4,,,
A1UAC6QQEDWIV4,686,1.038154001,97,2326,314,31.4,,,
A1KRM1LDKAWUW4,686,1.019000115,71,1870,314,31.4,,,
ACLBDOXDC8F52,686,0.99041023,55,1743,314,31.4,,,
A13DQTXG02HZC1,686,1.068293785,74,2303,314,31.4,,,
A3FZMYI7RA7E3P,686,1.215825414,47,2118,314,31.4,,,
A2V55J9CCQCOG0,686,0.934412425,133,1815,314,31.4,,,
A14C8TCFEYD4IJ,686,1.046773706,145,2125,314,31.4,,,
A13Q1COEW3GGG7,686,1.072018405,51,1890,314,31.4,,,
A2AMP0MIZ6P1Z6,686,1.010642666,78,1767,314,31.4,,,
A2KPDVBIEQ2LLP,686,1.164474154,39,2293,314,31.4,,,
A141Y6NXLGJT8I,686,0.970600147,69,1793,314,31.4,,,
A1FEXRXE2HOTSF,686,1.001076454,161,1773,314,31.4,,,
AOTPDOXVNJMB1,686,1.054523874,51,2212,314,31.4,,,
A16AL32R7ZZVXB,686,1.064367446,152,2209,314,31.4,,,
AXGNOJP88L9MB,686,1.128366699,49,2094,314,31.4,,,
A33243L5JKZO6R,686,1.144546334,43,2320,314,31.4,,,
A2CVR551T2N3V,686,1.251843607,41,2787,314,31.4,,,
A1C1YNLIQVL1RQ,686,1.167091742,50,2212,314,31.4,,,
ABI99TJPN88KI,686,1.024250197,41,2101,314,31.4,,,
A2L2M2J3879ID8,686,1.209282705,37,2385,314,31.4,,,
AOPXAQV9GT9XO,686,1.261815721,71,2949,314,31.4,,,
A2W8PK154LUQ8H,686,1.066351398,62,1963,314,31.4,,,
A39Z58DCLXBA40,686,1.047203373,55,1747,314,31.4,,,
A3MA7SDWD1HJE5,686,1.001538681,65,1994,314,31.4,,,
A3MX12O0RFMWW6,686,1.056588252,124,1932,314,31.4,,,
A84Z6XUMGRMJ1,686,1.109616866,36,2329,314,31.4,,,
A1ET000IBGFZAB,686,1.064698865,39,2088,314,31.4,,,
A3E5Z87YBD11NE,686,0.979760292,82,1753,314,31.4,,,
A3SH07WNMNITI9,686,1.105212,56,2366,314,31.4,,,
A38771RZV7EIMI,686,1.072278022,77,2336,314,31.4,,,
A1DP1ZKYGXQ7Y5,685,0.993259586,89,1787,315,31.5,,,
A3PTHODZ2YDD0,685,1.119595557,42,2163,315,31.5,,,
A1XTBANUTZ4EEL,685,0.9628556,97,1740,315,31.5,,,
A2YW7IL2F86AE3,685,1.055899816,32,2164,315,31.5,,,
AZGTY0FYK2CY7,685,0.963052049,111,2106,315,31.5,,,
A3J9UM6R09JFS3,685,1.103389287,50,2182,315,31.5,,,
A2MPZBHAS5VF2L,685,1.060582072,35,1956,315,31.5,,,
A3BLRWVD8O2GW8,685,1.068940643,91,2204,315,31.5,,,
A2QZHTSYBO8TZ5,685,1.079767546,88,2095,315,31.5,,,
AQK733KT0GZYD,685,1.158000325,53,1987,315,31.5,,,
AIODQVA7W10YL,685,0.96534409,89,1797,315,31.5,,,
A34T6SD5HUGLCJ,685,0.961804673,126,2005,315,31.5,,,
A1TIQNQJZ2LDNW,685,1.14113614,132,2316,315,31.5,,,
A3I68PVXCWGRTO,685,1.147237873,36,2466,315,31.5,,,
AFU81GJ8D0H3U,685,1.105281583,47,1961,315,31.5,,,
A3FKGKUCI3DG9U,685,1.200155664,82,2448,315,31.5,,,
A1DXAI2TJ1XKVQ,685,0.940684557,68,1548,315,31.5,,,
A1MPXLKO46X7ZE,685,0.990161408,68,1903,315,31.5,,,
A14N5L5T089VX3,685,1.101498966,41,1830,315,31.5,,,
A2LY87A30IOYNX,685,1.153512508,51,2167,315,31.5,,,
A4NG0X67UZ8WW,685,1.099283851,37,2061,315,31.5,,,
A3VFINXP6B6DR2,685,1.176060996,66,2173,315,31.5,,,
A3OGMDFM045MQ7,685,1.020917512,118,2245,315,31.5,,,
A207275AVUSNE3,685,1.101034476,40,2182,315,31.5,,,
A3ANETCTMAN1NP,685,0.97934992,70,1649,315,31.5,,,
A1ANRE1K9QDC8S,685,1.038954941,65,2027,315,31.5,,,
A1Q329PGKOGLDD,685,1.048101919,98,1961,315,31.5,,,
A22D6R9RINZGKC,685,1.05477193,90,2253,315,31.5,,,
A18IK6YI6T3RK2,685,1.055526791,175,2583,315,31.5,,,
AGQY11NLQJ2JL,685,1.154114456,67,2054,315,31.5,,,
A2NJU2XDH95MZ,685,1.032198376,167,1899,315,31.5,,,
A2441CXD8TXS0R,685,1.204223315,42,2482,315,31.5,,,
A32G8BGJSIQ86Q,685,1.043138734,153,1935,315,31.5,,,
A2U8J69ASRX1NQ,685,1.009881313,107,1855,315,31.5,,,
A13PUMDC1R1OJ3,685,1.119359436,67,2716,315,31.5,,,
AGE0YGLF7L2ZL,685,0.987321871,75,1985,315,31.5,,,
A3BVZ567DH6SRJ,685,1.068942949,276,2243,315,31.5,,,
A1J67JR3SUWA66,685,0.988378803,102,1825,315,31.5,,,
A3A3SMKOVJNH8D,685,1.087602005,91,2202,315,31.5,,,
A1O229NVVDJUX2,685,1.007261958,62,1812,315,31.5,,,
A1QWCRVV9VNLOK,685,1.189781779,101,2352,315,31.5,,,
A1HBR91JVUBMKW,685,1.103040387,49,2395,315,31.5,,,
A37XV2S6VAY1EF,685,1.042726909,122,2041,315,31.5,,,
AUO6AO85J0BY8,685,1.279562792,30,2670,315,31.5,,,
A3AASSKYV8ITNL,685,1.009429001,57,2154,315,31.5,,,
A3CU3GER3D7K7A,685,0.990506034,202,2255,315,31.5,,,
A1S69H9OSQV4IW,685,1.210147382,50,3110,315,31.5,,,
A12NUV3I0SMG3A,685,0.973942838,64,1980,315,31.5,,,
A1YXJ6YIBEKOFS,685,0.998249385,46,1962,315,31.5,,,
A1RVBEAD8RKDT8,685,0.987132892,61,1665,315,31.5,,,
ACVBZF3GK3O45,684,1.098729939,57,2126,316,31.6,,,
A3MADLRK2TO12R,684,1.057603972,51,1924,316,31.6,,,
A3IY593AEFLXER,684,0.997820763,107,1756,316,31.6,,,
A1BSZ4000U2UCK,684,1.224003275,73,2597,316,31.6,,,
A3KNGA5WIECM5V,684,1.159968783,46,2109,316,31.6,,,
A3M1OXDYS1N9SY,684,1.013715884,89,1788,316,31.6,,,
A3GBB0YTXEY0HI,684,1.07857392,77,2006,316,31.6,,,
A32K5HAYVG9AUJ,684,1.001527755,173,1715,316,31.6,,,
AEY4BDF60KB78,684,1.031046236,49,2047,316,31.6,,,
A361LE16VBQDP8,684,1.160458358,37,2945,316,31.6,,,
A2H7UR0732586E,684,0.982925769,97,1879,316,31.6,,,
A7PCBZV90G5U7,684,0.98582321,69,1996,316,31.6,,,
A25L8MH54LFFZE,684,1.056647027,61,1981,316,31.6,,,
A98EN1A3HVM07,684,1.156789344,49,2202,316,31.6,,,
A2GPKC42QA6737,684,1.129818778,80,2221,316,31.6,,,
A2RVCF21L2NPU5,684,0.983267786,107,1673,316,31.6,,,
A2BHZZXVMKPAYH,684,1.115651014,54,2235,316,31.6,,,
A3OXPB3PTU0WP9,684,0.947046747,94,1872,316,31.6,,,
A2U6GHU2EMC5M5,684,1.041816614,77,1891,316,31.6,,,
A20CM886HSEUWB,684,0.988491265,97,2064,316,31.6,,,
A3JBN4AETJ8ECE,684,1.057787285,100,2066,316,31.6,,,
AYQP8XMHTG2YR,684,0.988401529,74,1727,316,31.6,,,
A16CZRQL23NOIW,684,1.241203237,130,3087,316,31.6,,,
A1UGQUZCU7YECH,684,1.101498069,279,1970,316,31.6,,,
AGSPLT9044CO0,684,0.975508054,59,1878,316,31.6,,,
A41R1YVTAYW41,684,1.037268531,71,1940,316,31.6,,,
AFDT9VMWE601S,684,0.963971835,116,1812,316,31.6,,,
A20XV7Y2L6DKYV,684,0.964321466,100,1836,316,31.6,,,
A3PAK16C0K8PZ1,684,1.086980755,120,2291,316,31.6,,,
A74KW44F9SG2Z,684,0.982017613,41,1824,316,31.6,,,
A3TPJOEN2CVO36,684,1.154306743,41,2907,316,31.6,,,
A2I6AVX2MN0AUB,683,1.139958073,39,2124,317,31.7,,,
A3MVJ4XPILWQ6,683,1.166106382,56,2429,317,31.7,,,
A3DGJMO6VPG6FJ,683,1.02668954,97,2028,317,31.7,,,
A266BFIUYON37V,683,1.034197227,92,1930,317,31.7,,,
A3UORBSIKQ56ZB,683,1.015418666,114,1801,317,31.7,,,
ADPDNOJGO044I,683,1.015426537,119,1784,317,31.7,,,
A39217ZD4DUDN4,683,1.112722101,56,2000,317,31.7,,,
A1TMFRRJUMWWYS,683,0.961236226,84,1741,317,31.7,,,
A17LL6IZ6183JM,683,1.049004772,87,1889,317,31.7,,,
A260X99UW6HA9Z,683,1.128805884,67,2157,317,31.7,,,
A1G6SKFL7I1WJL,683,1.13797098,44,2768,317,31.7,,,
A2PZM8DT1KGT10,683,1.012666493,69,1789,317,31.7,,,
A5UE8B9Q18NY1,683,1.043478508,87,2095,317,31.7,,,
A83Z86DR6D4OK,683,1.041014345,72,2265,317,31.7,,,
A1OTGJZPRFMR7N,683,1.045222546,109,1730,317,31.7,,,
A37IKXFOAISZ29,683,0.989416561,127,2004,317,31.7,,,
AUGI9RAYNFA1J,683,0.951877733,111,1915,317,31.7,,,
A9J5SLYXUCWO1,683,0.972054682,135,1996,317,31.7,,,
A3588J4I6R6XSB,683,0.996833984,58,1996,317,31.7,,,
A27NS3F7SS8QZB,683,0.979077995,54,1929,317,31.7,,,
A2XKJ5CSFBU3LE,683,1.009849986,49,2103,317,31.7,,,
A2Y5T1O43P14RP,683,1.013398659,70,1970,317,31.7,,,
A22RXNCWIC1OCD,683,1.002518544,75,1993,317,31.7,,,
A21F73YNVT4PEB,683,0.978034359,53,1823,317,31.7,,,
A2VG8F8TL6AYDR,683,1.120133823,45,2333,317,31.7,,,
A1F3U4AVT7TCFT,683,1.029019061,114,1938,317,31.7,,,
A3O9ULNL2LAGLE,683,1.098856072,130,2473,317,31.7,,,
A2OT3HA20PXIK7,683,0.947670857,64,1838,317,31.7,,,
A2SWS1SH9COPLH,683,1.284302211,38,2712,317,31.7,,,
A10BI5QB5HJTR4,683,1.192343994,68,2235,317,31.7,,,
A2EOMC3VZGI5E4,683,1.00774735,114,1854,317,31.7,,,
A18BI74KN3ZVW5,683,1.208410915,33,2686,317,31.7,,,
AVTOKS08HOEXG,683,0.935369184,314,1855,317,31.7,,,
A3IBG30X8I7FPW,683,1.053305804,48,2094,317,31.7,,,
A2XTRZZX62WKLK,683,0.937504095,80,1635,317,31.7,,,
A12YRD35W9LME8,682,1.025510273,58,2165,318,31.8,,,
A33TJS3BJOF5U6,682,1.197081071,37,2652,318,31.8,,,
A1C66FLJ60WSTS,682,1.059319854,124,2251,318,31.8,,,
A2V0OP8VUQ9B8J,682,1.170373545,44,2308,318,31.8,,,
AZK9NPNAMYI8A,682,1.168519923,48,2178,318,31.8,,,
A1HOXKR7OKJ1X1,682,0.991171405,71,1720,318,31.8,,,
A9KP3XGFZWHQL,682,1.076122685,39,2017,318,31.8,,,
A2WUF2RV65T3Y,682,0.989673198,201,1760,318,31.8,,,
A3C5VDFQ6IE702,682,1.031534915,106,2429,318,31.8,,,
A3GAOHVF7YQL85,682,0.999344515,56,1768,318,31.8,,,
AZWOQXRCS1WA6,682,1.09840336,79,2041,318,31.8,,,
A2MSWQW6L9X18O,682,1.115341685,148,1917,318,31.8,,,
A3QJBIL89NBTGK,682,0.968517481,149,2069,318,31.8,,,
A3LMPD1ZQTWOC4,682,0.957194807,80,1713,318,31.8,,,
A2RBWETF0ABYA2,682,1.039924606,68,1857,318,31.8,,,
A1HG82U7GY9531,682,1.110120361,162,2109,318,31.8,,,
APGJC13RI61U0,682,0.98563632,214,1946,318,31.8,,,
A54Z1TYIQPFR8,682,1.019846942,106,2318,318,31.8,,,
AS3TY3WH1LW4V,682,0.976960324,44,1720,318,31.8,,,
A1DSQWUZV9LKZ6,682,0.963343026,136,1564,318,31.8,,,
A15NKPXTS0KE5X,682,1.025461167,99,1792,318,31.8,,,
A3FHZDL3SQA59C,682,1.035819248,79,1994,318,31.8,,,
AXGRLBGWL060H,682,1.080493933,63,2004,318,31.8,,,
AHXCMJU5OLLKX,682,0.931704114,94,1804,318,31.8,,,
A22OFULCDFR5OM,682,1.027434724,196,2262,318,31.8,,,
AZRA32LBWH6VJ,682,1.152434409,76,2182,318,31.8,,,
A423XLYS1Q1D6,682,1.106009925,33,2023,318,31.8,,,
A24RCBRDXRXR0Y,682,1.00398522,250,1838,318,31.8,,,
A8F6LF77Z9MSD,682,0.974791904,75,1777,318,31.8,,,
A3A8P8IBH7L1WW,682,1.205086867,34,2638,318,31.8,,,
A3PWF2AQ5XYALW,682,1.085981538,163,2009,318,31.8,,,
A28T028AOQLQGD,682,1.084768508,71,1911,318,31.8,,,
A17O9AHKHK66AI,682,0.995383171,63,1868,318,31.8,,,
A2XAQOWHRPY98K,682,0.975175426,122,1901,318,31.8,,,
A23QBI7AY6G0OB,682,1.087596235,39,1966,318,31.8,,,
AYXLO3GMVPBZK,682,1.012954393,35,1821,318,31.8,,,
A3PGRPHZZ6BOSD,682,1.027575732,85,1927,318,31.8,,,
AHFZOJAV889Y9,682,1.063238056,59,1898,318,31.8,,,
A7F0HQO934ZQ1,682,1.102184407,33,1976,318,31.8,,,
A7EK88GF8N40F,681,1.061807828,157,2349,319,31.9,,,
AGYZ4LZ69D7AY,681,0.967168133,33,1810,319,31.9,,,
A2QNX3ZZPMM208,681,1.009739845,125,1673,319,31.9,,,
A387F509VGSZ0L,681,1.010565326,94,2214,319,31.9,,,
A35JH8595NGKKZ,681,1.026795542,76,1816,319,31.9,,,
A1YXOVCKCOC7N8,681,1.000911329,63,1931,319,31.9,,,
A1IT07BMZ9F11R,681,1.11443339,101,1810,319,31.9,,,
A1VN8ZEKOF0ALR,681,1.072751617,42,1768,319,31.9,,,
A3E40PSVZURE8E,681,1.101892507,63,2114,319,31.9,,,
AY5HW7K5M4RS5,681,1.15978009,53,2086,319,31.9,,,
A2BH4MEUMD0OSL,681,1.054291046,52,1923,319,31.9,,,
A2ZYXK1RO0Q4NI,681,0.986398318,88,1892,319,31.9,,,
A1TKO95TI4MR7J,681,1.023967348,101,1807,319,31.9,,,
A2TS996TI2E4L5,681,1.148295196,50,2438,319,31.9,,,
AZVKCJ53ZHLAW,681,0.979617532,76,1775,319,31.9,,,
A93SE9YZ0DXPN,681,0.997819289,107,2127,319,31.9,,,
AUVETC3Z577P6,681,0.986758885,69,1888,319,31.9,,,
AMUF3RKSRDBZI,681,1.320461057,54,2392,319,31.9,,,
A15Q9YEG1XPEJN,681,0.972551819,77,1817,319,31.9,,,
A26LD9FQHTM8ZH,681,1.006218489,230,1810,319,31.9,,,
ASS0G1MG7B3VM,681,1.087925879,37,1858,319,31.9,,,
A22GLZ0P4MGO0W,681,1.078320007,119,2139,319,31.9,,,
A1R0M8JWQL95W8,681,0.999993894,82,1892,319,31.9,,,
A2DGJ7YYN7WL7K,681,1.071290458,113,2297,319,31.9,,,
A1TB4FNVY9X104,681,1.005862566,45,1832,319,31.9,,,
A1ZWB3JLB669CE,681,1.12179939,67,1959,319,31.9,,,
A1V4HZ2I5SD5YV,681,1.211102345,51,2605,319,31.9,,,
A16PUD6V3KAZ0Q,681,1.07892911,55,1885,319,31.9,,,
A3URX5HKKBOBP3,681,1.058228474,55,1998,319,31.9,,,
A2S8GKQ5V5OL37,681,1.004677016,40,1832,319,31.9,,,
A1D2FXEWRIV1YV,681,0.958010936,105,1967,319,31.9,,,
A2HIVYSH5QAV7Z,681,1.007088589,48,1953,319,31.9,,,
AC27M84VNURSE,681,0.976691273,112,1660,319,31.9,,,
A3OXZ0QJ9OC93I,681,1.034763299,36,1721,319,31.9,,,
A224O69F7AVXDR,680,1.217549776,109,2777,320,32,,,
A12GBZM9SDCITA,680,0.982195554,76,1888,320,32,,,
AVUZRNQBB3S6G,680,1.079344738,121,2216,320,32,,,
A1IM7XWNETV5RC,680,1.117118118,61,2209,320,32,,,
A2IGQP72AA4YJ3,680,1.076390204,32,2127,320,32,,,
A72AJ9OXAPOOF,680,1.006698234,142,2004,320,32,,,
A2TP9K11NU8V8D,680,1.026537658,46,2068,320,32,,,
A3E90N4K71BXU4,680,1.038500564,51,1906,320,32,,,
A34CLMWC4R8HFE,680,1.127020501,54,2229,320,32,,,
